Title,Productioncompany,Release date,Running time,Country,Language,Box office,Metascore,imdbRating,Rotten_Tomatoes,Genre,Rated,BoxOffice_Api,Type,Directed by,Written by,Based on,Produced by,Starring,Music by,Distributed by,Budget,Story by,Narrated by,Cinematography,Edited by,Languages,Screenplay by,Countries,Productioncompanies,Color process,Created by,Country of origin,No. of seasons,No. of episodes,Executive producers,Production company,Original network,Picture format,Audio format,Original release,Related shows,Original language,Executive producer,Producers,Editors,Distributor,Japanese,Hepburn,Adaptation by,Animation by,Traditional,Simplified
The Apple Dumpling Gang Rides Again,['Walt Disney Productions'],"['June27,1979(1979-06-27)']",['88 minutes'],['United States'],['English'],"['$20,931,111[1]']",,,,,,,,['Vincent McEveety'],['Don Tait'],,['Tom LeetchRon W. Miller'],['Tim ConwayDon KnottsTim MathesonKenneth MarsJack Elam'],['Paul J. SmithBuddy BakerJoseph S. Dubin (orchestration)'],['Buena Vista Distribution'],,,,['Frank V. Phillips'],['Gordon Brenner'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidentified Flying Oddball,['Walt Disney Productions'],"['July 19, 1979 (London)[1]August 3, 1979 (Los Angeles)[1]']",['93 minutes'],,['English'],,,,,,,,,['Russ Mayberry'],['Don Tait'],"[""A Connecticut Yankee in King Arthur's Court novel by Mark Twain""]",['Ron Miller'],['Dennis DuganJim DaleRon MoodyKenneth MoreJohn Le Mesurier'],['Ron Goodwin'],['Buena Vista Distribution'],['$5.25 million[2]'],,,['Paul Beeson'],['Peter Boita'],,,['United KingdomUnited States[1]'],,,,,,,,,,,,,,,,,,,,,,,,
The Black Hole,['Walt Disney Productions'],"['December18,1979(1979-12-18) (United Kingdom)', '', 'December21,1979(1979-12-21) (United States)']",['98 minutes'],['United States'],['English'],['$35.8 million(domestic)[2]'],52,6.0,38%,"Action, Sci-Fi",PG,"$35,841,901",movie,['Gary Nelson'],,,['Ron Miller'],"['Maximilian Schell', 'Anthony Perkins', 'Robert Forster', 'Joseph Bottoms', 'Yvette Mimieux', 'Ernest Borgnine', 'Roddy McDowall', 'Slim Pickens', 'Tom McLoughlin']",['John Barry'],['Buena Vista Distribution'],['$20 million[1]'],"['Jeb Rosebrook', 'Bob Barbash', 'Richard Landau']",,['Frank Phillips'],['Gregg McLaughlin'],,"['Gerry Day', 'Jeb Rosebrook']",,,,,,,,,,,,,,,,,,,,,,,,,
The London Connection,,,['100 min.'],,,,,,,,,,,['Robert Clouse'],,,,['Jeffrey ByronLarry Cedar'],['John Cameron'],,,['Gail Morgan HickmanDavid E. BostonDavid AssaelJoshua BrandMartha Coolidge'],,['Godfrey A. Godar'],,,['Gail Morgan HickmanDavid E. Boston'],,,,,['United States'],,,,['Walt Disney Productions'],['NBC'],['Color'],['Mono'],"['December 21, 1979']",,['English'],['Ron Miller'],['Jan WilliamsGodfrey A. GodarHugh Attwooll (associate producer)'],['Peter BoitaMike Campbell'],['NBCBuena Vista Distribution'],,,,,,
Midnight Madness,['Walt Disney Productions'],"['February8,1980(1980-02-08)']",['112 minutes'],['United States'],['English'],['$2.9 million[1]'],28,6.4,,Comedy,PG,"$2,900,000",movie,['Michael NankinDavid Wechter'],['Michael NankinDavid Wechter'],,['Ron Miller'],"['David Naughton', 'Michael J. Fox', 'Stephen Furst', 'Maggie Roswell', 'Eddie Deezen', 'Dirk Blocker', 'Debra Clinger', 'Brad Wilkin']",['Julius Wechter'],['Buena Vista Distribution'],,,,['Frank V. Phillips'],['Norman R. PalmerJack Sekely'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Watcher in the Woods,['Walt Disney Productions'],"['April17,1980(1980-04-17) (New York City)', 'October9,1981(1981-10-09) (U.S.)']",['84 minutes'],['United States'],['English'],['$5 million[2]'],N/A,6.3,50%,"Family, Horror, Mystery",PG,"$5,000,000",movie,"['John Hough', 'Vincent McEveety (uncredited)']",,['A Watcher in the Woodsby Florence Engel Randall'],['Ron Miller'],"['Bette Davis', 'Carroll Baker', 'David McCallum', 'Lynn-Holly Johnson', 'Kyle Richards']",['Stanley Myers'],['Buena Vista Distribution'],['$9 million[1]'],,,['Alan Hume'],['Geoffrey Foot'],,"['Brian Clemens', 'Harry Spalding', 'Rosemary Anne Sisson']",,,,,,,,,,,,,,,,,,,,,,,,,
Herbie Goes Bananas,['Walt Disney Productions'],"['June27,1980(1980-06-27)']",['98 minutes'],['United States'],['English'],['$18 million[2]'],,,,,,,,['Vincent McEveety'],['Don Tait'],['Charactersby Gordon Buford'],['Kevin CorcoranRon MillerDon Tait'],['Cloris LeachmanCharles Martin SmithStephan W. BurnsJohn VernonElyssa DavalosJoaquin Garay IIIHarvey KormanRichard JaeckelAlex Rocco'],['Frank De Vol'],['Buena Vista Distribution'],,,,['Frank V. Phillips'],['Gordon D. Brenner'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Flight of Noah's Ark,['Walt Disney Productions'],"['July9,1980(1980-07-09) (Los Angeles)[2]']",['97 minutes'],['United States'],['English'],['$11 million[4]'],N/A,5.8,40%,"Adventure, Family",G,"$11,000,000",movie,['Charles Jarrott'],['Steven W. CarabatsosSandy GlassGeorge Arthur Bloom'],"['""The Gremlin\'s Castle""by Ernest K. Gann']",['Ron MillerJan Williams'],['Elliott GouldGeneviève BujoldRicky Schroder'],['Maurice Jarre'],['Buena Vista Distribution'],['$6-8 million[3]'],,,['Charles F. Wheeler'],['Gordon D. Brenner'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Popeye,,"['December6,1980(1980-12-06) (Los Angeles)', 'December12,1980(1980-12-12) (United States)']",['114 minutes'],['United States'],['English'],['$60 million[2]'],64,5.3,63%,"Adventure, Comedy, Family",PG,"$49,823,037",movie,['Robert Altman'],,['Popeyeby E. C. Segar'],['Robert Evans'],['Robin Williams Shelley Duvall'],['Harry Nilsson'],"['Paramount Pictures', '(North America)', 'Buena Vista International Distribution', '(International)']",['$20 million[1]'],,,['Giuseppe Rotunno'],['Tony Lombardo (supervising)John W. HolmesDavid A. Simmons'],,['Jules Feiffer'],,"['Paramount Pictures', 'Walt Disney Productions', 'Robert Evans Productions']",,,,,,,,,,,,,,,,,,,,,,,
The Devil and Max Devlin,['Walt Disney Productions'],"['February 11, 1981 (Los Angeles)[1]']",['96 minutes'],['United States'],['English'],['$16 million (USA)[2]'],N/A,5.0,18%,"Comedy, Family, Fantasy",PG,"$16,000,000",movie,['Steven Hilliard Stern'],['Mary Rodgers'],,['Jerome Courtland'],['Elliott GouldBill CosbySusan AnspachAdam RichJulie BuddSonny ShroyerDavid KnellChuck Shamata'],['Buddy BakerJoseph S. Dubin (orchestration)'],['Buena Vista Distribution'],,['Mary RodgersJimmy Sangster'],,['Howard Schwartz'],['Ray de Leuw'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Amy,['Walt Disney Productions'],"['March20,1981(1981-03-20)']",['100 minutes'],['United States'],['English'],,,,,,,,,['Vincent McEveety'],['Noreen Stone'],,['Jerome Courtland'],"[""Jenny AgutterBarry NewmanKathleen NolanChris RobinsonLou FantMargaret O'BrienNanette Fabray""]",['Robert F. Brunner'],['Buena Vista Distribution'],,,,['Leonard J. South'],['Gregg McLaughlin'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonslayer,,"['June26,1981(1981-06-26)']",['109 minutes'],['United States'],['English'],['$14.1 million'],,,,,,,,['Matthew Robbins'],['Hal BarwoodMatthew Robbins'],,['Hal BarwoodHoward W. Koch'],['Peter MacNicolCaitlin ClarkeRalph RichardsonJohn HallamPeter EyreSydney BromleyChloe SalamanIan McDiarmid'],['Alex North'],['Paramount Pictures(North America)Buena Vista International Distribution(International)'],['$18 million[1]'],,,['Derek Vanlint'],['Tony Lawson'],,,,['Paramount PicturesWalt Disney Productions'],,,,,,,,,,,,,,,,,,,,,,,
The Fox and the Hound,['Walt Disney Productions'],"['July10,1981(1981-07-10)']",['83 minutes'],['United States'],['English'],['$63.5 million[2]'],65,7.3,70%,"Animation, Adventure, Drama",G,"$63,456,988",movie,"['Ted Berman', 'Richard Rich', 'Art Stevens']",,['The Fox and the Houndby Daniel P. Mannix'],"['Ron Miller', 'Wolfgang Reitherman', 'Art Stevens']","['Mickey Rooney', 'Kurt Russell', 'Pearl Bailey', 'Jack Albertson', 'Sandy Duncan', 'Jeanette Nolan', 'Pat Buttram', 'John Fiedler', 'John McIntire', 'Dick Bakalyan', 'Paul Winchell', 'Keith Mitchell', 'Corey Feldman']",['Buddy Baker'],['Buena Vista Distribution'],['$12 million[1]'],"['Larry Clemmons', 'Ted Berman', 'David Michener', 'Peter Young', 'Burny Mattinson', 'Steve Hulett', 'Earl Kress', 'Vance Gerry']",,,"['James Melton', 'Jim Koford']",,,,,,,,,,,,,,,,,,,,,,,,,,,
Condorman,['Walt Disney Productions'],"['August7,1981(1981-08-07)']",['90 minutes'],['United States'],['English'],,46,5.7,29%,"Action, Adventure, Comedy",PG,N/A,movie,['Charles Jarrott'],['Mickey RoseMarc Stirdivant'],['The Game of Xby Robert Sheckley[1]'],['Jan Williams'],['Michael CrawfordOliver ReedBarbara CarreraJames HamptonJean-Pierre KalfonDana Elcar'],['Henry Mancini'],['Buena Vista Distribution'],['$14 million'],,,['Charles F. Wheeler'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Crossing,['Walt Disney Productions'],"['February5,1982(1982-02-05)']",['107 minutes'],,['English'],['$8 million[1]'],N/A,6.5,80%,"Drama, Family, History",PG,"$8,000,000",movie,['Delbert Mann'],['John McGreevey'],,['Tom Leetch'],"['John Hurt', 'Jane Alexander', ""Glynnis O'Connor"", 'Doug McKeon', 'Beau Bridges', 'Ian Bannen']",['Jerry Goldsmith'],['Buena Vista Distribution'],,,,['Tony Imi'],['Gordon D. Brenner'],,,['United KingdomUnited States'],,,,,,,,,,,,,,,,,,,,,,,,
Tron,,"['July9,1982(1982-07-09)']",['96 minutes'],['United States'],['English'],['US$50 million[1]'],49,6.8,51%,"Action, Adventure, Sci-Fi",PG,"$172,062,763",movie,['Steven Lisberger'],,,['Donald Kushner'],"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan', 'Barnard Hughes']",['Wendy Carlos'],['Buena Vista Distribution'],['US$17 million'],"['Steven Lisberger', 'Bonnie MacBird']",,['Bruce Logan'],['Jeff Gourson'],,['Steven Lisberger'],,"['Walt Disney Productions', 'Lisberger-Kushner Productions']",,,,,,,,,,,,,,,,,,,,,,,
Tex,['Walt Disney Productions'],"['July30,1982(1982-07-30)']",['103 minutes'],['United States'],['English'],['$7.4 million[2]'],78,6.5,85%,Drama,PG,"$7,400,000",movie,['Tim Hunter'],,['Texby S. E. Hinton'],['Tim ZinnemannRon Miller'],['Matt DillonJim MetzlerMeg TillyBill McKinneyBen Johnson'],['Pino Donaggio'],['Buena Vista Distribution'],['$5 million[1]'],,,['Ric Waite'],['Howard E. Smith'],,['Charles S. HaasTim Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,
Trenchcoat,['Walt Disney Productions (uncredited)'],"['March11,1983(1983-03-11)']",['91 min'],['United States'],['English'],"['$4,304,286 (US)[1]']",N/A,5.3,,"Comedy, Mystery, Thriller",PG,"$4,304,286",movie,['Michael Tuchner'],['Jeffrey PricePeter S. Seaman'],,['Jerry Leider'],"['Margot Kidder', 'Robert Hays', 'David Suchet', 'Gila von Weitershausen', 'Ronald Lacey']",['Charles Fox'],['Buena Vista Distribution'],['unknown'],,,['Tonino Delli Colli'],['Frank J. Urioste'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Something Wicked This Way Comes,,"['April29,1983(1983-04-29) (United States)']",['95 minutes'],['United States'],['English'],['$8.4 million'],N/A,6.8,61%,"Fantasy, Mystery, Thriller",PG,"$8,400,000",movie,['Jack Clayton'],['Ray Bradbury'],['Something Wicked This Way Comesby Ray Bradbury'],['Peter Douglas'],"['Jason Robards', 'Jonathan Pryce', 'Diane Ladd', 'Pam Grier']",['James Horner'],['Buena Vista Distribution'],['$20 million[1]'],,,['Stephen H. Burum'],['Barry Mark GordonArt J. Nelson'],,,,['Walt Disney ProductionsThe Bryna Company'],,,,,,,,,,,,,,,,,,,,,,,
Never Cry Wolf,,"['October 7, 1983 (limited)January 27, 1984 (release)']",['105 minutes'],['United States'],,['$27.6 million'],,,,,,,,['Carroll Ballard'],,['The autobiographyby Farley Mowat'],['Lewis AllenJack CoufferJoseph Strick'],"['Charles Martin Smith', 'Brian Dennehy']",['Mark Isham'],['Buena Vista Distribution'],['$11 million'],,,['Hiro Narita'],['Michael ChandlerPeter Parasheles'],['EnglishInuktitut'],['Curtis HansonSam HammRichard Kletter'],,['Walt Disney PicturesAmarok Productions Ltd.'],,,,,,,,,,,,,,,,,,,,,,,
Return to Oz,,"['June21,1985(1985-06-21) (United States)']",['113 minutes'],,['English'],['$11.1 million (USA)'],42,6.7,54%,"Adventure, Family, Fantasy",PG,"$11,137,801",movie,['Walter Murch'],,['The Marvelous Land of Oz and Ozma of Ozby L. Frank Baum'],['Paul Maslansky'],"['Nicol Williamson', 'Jean Marsh', 'Piper Laurie', 'Fairuza Balk']",['David Shire'],['Buena Vista Distribution'],['$28 million[1]'],['Gill Dennis'],,['David WatkinFreddie Francis (uncredited)'],['Leslie Hodgson'],,['Walter Murch  Gill Dennis'],['United StatesUnited Kingdom'],['Walt Disney PicturesSilver Screen Partners'],,,,,,,,,,,,,,,,,,,,,,,
The Black Cauldron,,"['July24,1985(1985-07-24)[3]']",['80 minutes[4]'],['United States'],['English'],['$21.3 million[3]'],,,,,,,,"['Ted Berman', 'Richard Rich']",,"['The Book of Three and', 'The Black Cauldron by', 'Lloyd Alexander']","['Joe Hale', 'Ron Miller']","['Grant Bardsley', 'Susan Sheridan', 'Freddie Jones', 'Nigel Hawthorne', 'Arthur Malet', 'John Byner', 'Phil Fondacaro', 'John Hurt']",['Elmer Bernstein'],['Buena Vista Distribution[1]'],['$44 million[5][6]'],"['Ted Berman', 'Vance Gerry', 'Joe Hale', 'David Jonas', 'Roy Morita', 'Richard Rich', 'Art Stevens', 'Al Wilson', 'Peter Young', 'Ron Clements', 'John Musker']",['John Huston'],,"['James Melton', 'Jim Koford', 'Armetta Jackson', 'Jeffrey Katzenberg']",,,,['Walt Disney Pictures[1]Walt Disney Feature Animation[2]Silver Screen Partners II[1]'],,,,,,,,,,,,,,,,,,,,,,,
The Journey of Natty Gann,,"['September27,1985(1985-09-27)']",['101 minutes'],['United States'],['English'],['$9.7 million (U.S. and Canada only)[1]'],66,7.0,91%,"Adventure, Family",PG,"$9,708,373",movie,['Jeremy Kagan'],['Jeanne Rosenberg'],,['Mike Lobell'],"['Meredith Salenger', 'John Cusack', 'Ray Wise']",['James HornerElmer Bernstein(uncredited scorewithdrawn)'],['Buena Vista Distribution'],,,,['Dick Bush'],['David HoldenSteven Rosenblum'],,,,['Walt Disney PicturesSilver Screen Partners II'],,,,,,,,,,,,,,,,,,,,,,,
One Magic Christmas,,"['November22,1985(1985-11-22)']",['89 minutes'],,['English'],['$13 million [1]'],N/A,6.5,47%,"Family, Fantasy",G,"$13,677,222",movie,['Phillip Borsos'],,,"[""Peter O'Brian""]","['Mary Steenburgen', 'Gary Basaraba', 'Michelle Meyrink', 'Elisabeth Harnois', 'Arthur Hill', 'Harry Dean Stanton']",['Michael Conway Baker'],['Buena Vista Distribution'],,['Thomas MeehanPhillip BorsosBarry Healey'],,['Frank Tidy'],['Sidney Wolinsky'],,['Thomas Meehan'],['United StatesCanada'],['Walt Disney PicturesSilver Screen Partners IITelefilm Canada'],,,,,,,,,,,,,,,,,,,,,,,
The Great Mouse Detective,,"['July2,1986(1986-07-02)']",['74 minutes'],['United States'],['English'],['$38.7 million[1]'],73,7.2,80%,"Animation, Adventure, Family",G,"$38,625,550",movie,"['John Musker', 'Dave Michener', 'Ron Clements', 'Burny Mattinson']",,['Basil of Baker Streetby Eve Titus and Paul Galdone'],['Burny Mattinson'],"['Vincent Price', 'Barrie Ingham', 'Val Bettin', 'Susanne Pollatschek', 'Candy Candido', 'Diana Chesney', 'Eve Brenner', 'Alan Young']",['Henry Mancini'],['Buena Vista Distribution'],['$14 million[1]'],"['Pete Young', 'Vance Gerry', 'Steve Hulett', 'John Musker', 'Ron Clements', 'Bruce Morris', ""Matthew O'Callaghan"", 'Burny Mattinson', 'Dave Michener', 'Mel Shaw']",,,,,,,"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners II']",,,,,,,,,,,,,,,,,,,,,,,
Flight of the Navigator,,"['August1,1986(1986-08-01)', '[3]']",['90 minutes'],['United States[4]'],['English'],"['$18,564,613']",64,6.9,84%,"Adventure, Comedy, Family",PG,"$18,564,613",movie,['Randal Kleiser'],,,"['Dimitri Villard', 'Robert Wald']","['Joey Cramer', 'Sarah Jessica Parker']",['Alan Silvestri'],['Buena Vista Pictures (United States)PSO Productions (Internationally)[1][a]'],['$9 million[5]'],['Mark H. Baker'],,"['James Glennon', 'Eric McGraw (uncredited)']","['Jeff Gourson', 'Janice Parker']",,"['Michael Burton', 'Matt MacManus']",,['PSO ProductionsViking Film AS[1][2]'],,,,,,,,,,,,,,,,,,,,,,,
Benji the Hunted,,"['June5,1987(1987-06-05)']",['89 minutes'],['United States'],['English'],['$22.3 million'],53,6.3,55%,"Adventure, Family",G,"$22,257,624",movie,['Joe Camp'],['Joe Camp'],,['Ben Vaughn'],"['Red Steagall', 'Frank Inn', 'Nancy Francis']",['Betty BoxEuel Box'],['Buena Vista Distribution'],,,,['Don Reddy'],['Karen Thorndike'],,,,['Walt Disney PicturesMulberry Square ProductionsSilver Screen Partners III'],,,,,,,,,,,,,,,,,,,,,,,
Return to Snowy River,,['24March1988(1988-03-24) (Australia)'],['110 minutes'],['Australia'],['English'],"['$13,687,027']",,,,,,,,['Geoff Burrowes'],['Banjo Paterson (poem)Geoff Burrowes (story)John Dixon'],,['Geoff Burrowes'],"['Tom Burlinson', 'Sigrid Thornton', 'Brian Dennehy', 'Nicholas Eadie', 'Bryan Marshall', 'Mark Hembrow']",['Bruce Rowland'],['Hoyts Distribution'],['A$8.7 million[1]'],,,['Keith Wagstaff'],['Gary Woodyard'],,,,['Walt Disney PicturesSilver Screen Partners IIIBurrowes Film GroupThe Hoyts Group'],,,,,,,,,,,,,,,,,,,,,,,
Oliver & Company,,"['November18,1988(1988-11-18)']",['74 minutes'],['United States'],['English'],['>$121 million'],,,,,,,,['George Scribner'],,['Oliver Twistby Charles Dickens'],,"['Joey Lawrence', 'Billy Joel', 'Natalie Gregory', 'Cheech Marin', 'Bette Midler', 'Robert Loggia', 'Richard Mulligan', 'Roscoe Lee Browne', 'Sheryl Lee Ralph']",['J. A. C. Redford'],['Buena Vista Pictures Distribution (United States)Warner Bros. (International)[1]'],['$31 million[2]'],"['Vance Gerry', 'Mike Gabriel', 'Joe Ranft', 'Jim Mitchell', 'Chris Bailey', 'Kirk Wise', 'Dave Michener', 'Roger Allers', 'Gary Trousdale', 'Kevin Lima', 'Michael Cedeno', 'Pete Young', 'Leon Joosen']",,,,,"['Jim Cox', 'Timothy J. Disney', 'James Mangold']",,"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners III']",,,,,,,,,,,,,,,,,,,,,,,
"Honey, I Shrunk the Kids",,"['June23,1989(1989-06-23)']",['93 minutes[1]'],['United States'],['English'],['$222.7million[1]'],,,,,,,,['Joe Johnston'],,,['Penney Finkelman Cox'],"['Rick Moranis', 'Matt Frewer', 'Marcia Strassman', 'Kristine Sutherland']",['James Horner'],['Buena Vista Pictures Distribution'],['$18million[citation needed]'],['Stuart Gordon Brian Yuzna Ed Naha'],,['Hiro Narita'],['Michael A. Stevenson'],,['Ed Naha Tom Schulman'],,['Walt Disney Pictures Silver Screen Partners III'],,,,,,,,,,,,,,,,,,,,,,,
Cheetah,,"['August18,1989(1989-08-18)']",['84 minutes'],['United States'],['English'],"['$8,153,677 (United States)[1]']",N/A,6.0,50%,"Adventure, Drama, Family",G,"$8,153,677",movie,['Jeff Blyth'],,['The Cheetahsby Alan Caillou'],"['Roy E. DisneyRobert Halmi, Sr.']","['Keith Coogan', 'Lucy Deakins', 'Collin Mothupi']",['Bruce Rowland'],['Buena Vista Pictures'],['$5 million'],['John Cotter'],,['Thomas Burstyn'],['Eric Albertson'],,['Erik TarloffJohn CotterGriff Du Rhone'],,['Walt Disney PicturesSilver Screen Partners III'],,,,,,,,,,,,,,,,,,,,,,,
The Little Mermaid,,"['November17,1989(1989-11-17)', '[2]']",['83 minutes[1]'],['United States'],['English'],['$211.3million[4]'],88,7.6,93%,"Animation, Family, Fantasy",G,"$111,543,479",movie,"['Ron Clements', 'John Musker']","['Ron Clements', 'John Musker']",['The Little Mermaidby Hans Christian Andersen'],"['John Musker', 'Howard Ashman']","['Jodi Benson', 'Christopher Daniel Barnes', 'Pat Carroll', 'Kenneth Mars', 'Samuel E. Wright', 'Jason Marin', 'Buddy Hackett', 'Paddi Edwards', 'Ben Wright', 'Edie McClurg', 'Will Ryan', 'René Auberjonois']",['Alan Menken'],['Buena Vista Pictures Distribution (United States)Warner Bros. (International)[1]'],['$40million[3]'],,,,['Mark Hester'],,,,"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners IV']",,,,,,,,,,,,,,,,,,,,,,,
DuckTales the Movie: Treasure of the Lost Lamp,,"['August3,1990(1990-08-03)']",['74 minutes[2]'],['United States[2][4]'],['English'],['$18.1 million[5]'],N/A,6.9,88%,"Animation, Adventure, Comedy",G,"$18,115,724",movie,['Bob Hathcock'],,['DuckTalesby Jymn Magon'],"['Bob Hathcock', 'Jean-Pierre Quenet']","['Alan Young', 'Terrence McGovern', 'Russi Taylor', 'Richard Libertini', 'Christopher Lloyd', 'June Foray', 'Chuck McCann', 'Joan Gerber', 'Rip Taylor']",['David Newman'],['Buena Vista Pictures Distribution[2]'],['$20 million[2]'],,,,['Charles King'],,['Alan Burnett'],,"['Walt Disney Pictures[2]', 'Disney MovieToons[3]', 'Walt Disney Animation France[3]']",,,,,,,,,,,,,,,,,,,,,,,
The Rescuers Down Under,,"['November16,1990(1990-11-16)']",['77 minutes'],['United States'],['English'],['$47.4 million[2]'],,,,,,,,"['Hendel Butoy', 'Mike Gabriel']",,['Characters createdby Margery Sharp'],['Thomas Schumacher'],"['Bob Newhart', 'Eva Gabor', 'John Candy', 'Adam Ryen', 'George C. Scott', 'Tristan Rogers']",['Bruce Broughton'],['Buena Vista Pictures Distribution (United States)Warner Bros. (International)[1]'],,,,,['Michael Kelly'],,"['Jim Cox', 'Karey Kirkpatrick', 'Byron Simpson', 'Joe Ranft']",,"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners IV']",,,,,,,,,,,,,,,,,,,,,,,
White Fang,,"['January18,1991(1991-01-18)']",['107 minutes'],['United States'],['English'],['$34.8 million[2]'],,,,,,,,['Randal Kleiser'],,['White Fangby Jack London'],['Markay Powell'],"['Klaus Maria Brandauer', 'Ethan Hawke', 'Seymour Cassel', 'James Remar', 'Susan Hogan']",['Basil Poledouris Hans Zimmer (additional music)'],['Buena Vista Pictures Distribution (United States)Warner Bros. (International)[1]'],['$14 million[2]'],,,['Tony Pierce-Roberts'],['Lisa Day'],,['Jeanne RosenbergNick ThielDavid Fallon'],,['Walt Disney PicturesSilver Screen Partners IV'],,,,,,,,,,,,,,,,,,,,,,,
